regionID,constellationID,solarSystemID,solarSystemName,x,y,z,xMin,xMax,yMin,yMax,zMin,zMax,luminosity,border,fringe,corridor,hub,international,regional,constellation,security,factionID,radius,sunTypeID,securityClass
10000001,20000004,30000026,Ordize,-6.68746E+16,4.73055E+16,-4.16045E+16,-6.68794E+16,-6.68728E+16,4.73052E+16,4.73057E+16,4.16007E+16,4.16102E+16,0.2079,0,0,0,1,0,0,0,0.695564,500007,4.7393E+12,3798,B1
10000001,20000004,30000027,Psasa,-7.21839E+16,4.29844E+16,-4.50812E+16,-7.21875E+16,-7.21835E+16,4.29844E+16,4.29844E+16,4.50793E+16,4.50814E+16,0.4201,0,0,0,1,0,0,0,0.749913,500007,1.98047E+12,8,B1
10000001,20000004,30000028,Eshtah,-7.12236E+16,5.07528E+16,-4.64827E+16,-7.1227E+16,-7.1217E+16,5.07515E+16,5.07535E+16,4.64823E+16,4.64842E+16,0.1457,1,0,0,1,0,0,0,0.768433,500007,5.01656E+12,7,B
10000001,20000004,30000029,Lachailes,-6.14187E+16,3.95082E+16,-3.63464E+16,-6.14205E+16,-6.14187E+16,3.95082E+16,3.95083E+16,3.63462E+16,3.63478E+16,0.1283,0,0,1,0,0,0,0,0.573051,500007,8.87294E+11,6,B1
10000001,20000004,30000030,Kasrasi,-5.99323E+16,4.32334E+16,-4.15647E+16,-5.99324E+16,-5.99305E+16,4.32331E+16,4.32334E+16,4.15627E+16,4.15654E+16,0.1629,1,0,0,1,0,0,0,0.573076,500007,1.32349E+12,6,B1
10000001,20000005,30000031,Mohas,-8.09314E+16,2.66125E+16,-2.61742E+16,-8.09318E+16,-8.09302E+16,2.66124E+16,2.66126E+16,2.61732E+16,2.61758E+16,0.01956,0,0,1,0,0,0,0,0.681783,500007,1.28365E+12,7,B1
10000001,20000005,30000032,Hasiari,-8.78957E+16,3.90625E+16,-2.68006E+16,-8.78977E+16,-8.78941E+16,3.90624E+16,3.90625E+16,2.68005E+16,2.68023E+16,0.07863,1,0,0,1,0,0,0,0.798188,500007,1.79359E+12,3797,B
10000001,20000005,30000033,Radima,-8.66697E+16,3.02539E+16,-2.31092E+16,-8.66712E+16,-8.66638E+16,3.02532E+16,3.02541E+16,2.31087E+16,2.31117E+16,0.4925,0,0,1,0,0,0,0,0.75392,500007,3.70956E+12,3797,B
10000001,20000005,30000034,Alkez,-8.06056E+16,3.65896E+16,-2.2409E+16,-8.06092E+16,-8.06053E+16,3.65895E+16,3.65901E+16,2.24063E+16,2.24093E+16,0.06291,0,1,0,0,0,0,0,0.782123,500007,1.91703E+12,7,B
10000001,20000005,30000035,Nimambal,-7.89729E+16,2.20217E+16,-3.04377E+16,-7.89741E+16,-7.89694E+16,2.20211E+16,2.20219E+16,3.04361E+16,3.04385E+16,0.1721,1,0,0,1,0,0,0,0.594051,500007,2.34815E+12,6,B1
10000001,20000005,30000036,Yishinoon,-6.90828E+16,1.51946E+16,-2.87809E+16,-6.90895E+16,-6.90818E+16,1.51946E+16,1.51948E+16,2.87802E+16,2.87853E+16,2.257,0,0,1,0,0,0,0,0.424718,500007,3.88192E+12,3801,B2
10000001,20000005,30000037,Uplingur,-6.62234E+16,1.63261E+16,-2.57304E+16,-6.62291E+16,-6.62231E+16,1.63249E+16,1.63261E+16,2.57225E+16,2.57305E+16,1.063,1,0,1,0,1,1,0,0.422069,500007,3.9755E+12,6,B2
10000001,20000006,30000038,Dooz,-6.21273E+16,4.876E+16,-7.70619E+16,-6.21278E+16,-6.2126E+16,4.87599E+16,4.876E+16,7.70606E+16,7.70622E+16,0.03159,1,0,0,1,0,0,0,0.423729,500007,8.57129E+11,3798,B2
10000001,20000006,30000039,Bayuka,-5.97794E+16,3.91231E+16,-7.32243E+16,-5.97841E+16,-5.97776E+16,3.9123E+16,3.91235E+16,7.32213E+16,7.32262E+16,1.563,0,0,0,1,0,0,0,0.400722,500007,3.29406E+12,10,B2
10000001,20000006,30000040,Uzistoon,-5.78931E+16,4.5833E+16,-7.4838E+16,-5.78943E+16,-5.78901E+16,4.5833E+16,4.58331E+16,7.48367E+16,7.48381E+16,0.02003,0,0,0,1,0,0,0,0.390646,500007,2.10349E+12,7,B2
10000001,20000006,30000041,Bairshir,-5.95005E+16,3.0602E+16,-7.04505E+16,-5.95006E+16,-5.94993E+16,3.06019E+16,3.0602E+16,7.04505E+16,7.04547E+16,0.03449,0,0,1,0,0,0,0,0.364088,500007,2.11038E+12,3800,B2
10000001,20000006,30000042,Moh,-6.26741E+16,3.37683E+16,-6.42458E+16,-6.26785E+16,-6.26686E+16,3.37677E+16,3.3769E+16,6.424E+16,6.42458E+16,4.216,0,1,0,0,0,0,0,0.472835,500007,4.9465E+12,3796,B1
10000001,20000006,30000043,Sari,-6.27794E+16,5.20394E+16,-8.18461E+16,-6.27802E+16,-6.27776E+16,5.20394E+16,5.20394E+16,8.18429E+16,8.18478E+16,0.08784,1,0,0,1,0,0,0,0.379343,500007,2.4264E+12,3798,B2
10000001,20000007,30000044,Faspera,-8.72758E+16,2.44225E+16,-1.07307E+17,-8.72762E+16,-8.72745E+16,2.44224E+16,2.44227E+16,1.07306E+17,1.07308E+17,0.1176,0,0,1,0,0,0,0,0.128258,500007,8.42988E+11,3796,B3
10000001,20000007,30000045,Jaymass,-8.2888E+16,3.22771E+16,-9.96304E+16,-8.28901E+16,-8.28832E+16,3.22767E+16,3.22779E+16,9.96281E+16,9.96307E+16,0.4019,0,0,0,1,0,0,0,0.216311,500007,3.46786E+12,6,B3
10000001,20000007,30000046,Mifrata,-7.86399E+16,4.26405E+16,-9.45496E+16,-7.86442E+16,-7.86394E+16,4.26404E+16,4.2641E+16,9.45482E+16,9.45523E+16,0.07162,1,0,0,1,0,0,0,0.303803,500007,2.4315E+12,8,B2
10000001,20000007,30000047,Majamar,-7.33815E+16,3.39741E+16,-8.41248E+16,-7.3388E+16,-7.33813E+16,3.39741E+16,3.39753E+16,8.41158E+16,8.41285E+16,2.674,0,0,1,0,0,0,0,0.369186,500007,6.33138E+12,9,B2
10000001,20000007,30000048,Ihal,-8.48114E+16,4.71688E+16,-8.40601E+16,-8.48198E+16,-8.48106E+16,4.71686E+16,4.71688E+16,8.40543E+16,8.40637E+16,1.209,1,0,0,1,0,0,0,0.492701,500007,4.67924E+12,3797,B1
10000001,20000007,30000049,Camal,-8.93931E+16,4.03234E+16,-1.03506E+17,-8.93944E+16,-8.93912E+16,4.03233E+16,4.03236E+16,1.03505E+17,1.03507E+17,0.03307,0,1,0,0,0,0,0,0.212977,500007,1.60293E+12,3798,B3
10000001,20000007,30000050,Fera,-7.42992E+16,3.93827E+16,-7.89993E+16,-7.42995E+16,-7.42988E+16,3.93827E+16,3.93828E+16,7.89993E+16,7.90002E+16,0.01737,0,1,0,0,0,0,0,0.477246,500007,4.40937E+11,3799,B1
10000001,20000008,30000051,Juddi,-8.1696E+16,4.33125E+16,-7.19582E+16,-8.16988E+16,-8.16954E+16,4.33122E+16,4.33125E+16,7.19563E+16,7.19637E+16,0.3352,1,0,0,1,0,0,0,0.649137,500007,3.66413E+12,6,B1
10000001,20000008,30000052,Maspah,-8.42982E+16,4.09332E+16,-5.76655E+16,-8.4301E+16,-8.42964E+16,4.09329E+16,4.09334E+16,5.76632E+16,5.76663E+16,0.2775,1,0,0,1,0,0,0,0.799901,500007,2.31843E+12,3799,B
10000001,20000008,30000053,Ibaria,-8.50008E+16,4.31331E+16,-6.68612E+16,-8.50016E+16,-8.50008E+16,4.3133E+16,4.31331E+16,6.68609E+16,6.68613E+16,0.01782,0,0,1,0,0,0,0,0.730979,500007,3.84226E+11,3799,B1
10000001,20000008,30000054,Shala,-8.50396E+16,3.32539E+16,-5.78339E+16,-8.50416E+16,-8.5037E+16,3.32535E+16,3.32541E+16,5.78308E+16,5.78377E+16,0.1749,0,0,1,0,0,0,0,0.715564,500007,3.47175E+12,3797,B1
10000001,20000008,30000055,Zemalu,-7.8353E+16,3.77083E+16,-5.84419E+16,-7.83532E+16,-7.8352E+16,3.77083E+16,3.77084E+16,5.84402E+16,5.84428E+16,0.04283,0,0,1,0,0,0,0,0.725159,500007,1.27497E+12,3802,B1
10000001,20000008,30000056,Khankenirdia,-7.6448E+16,4.23234E+16,-7.14953E+16,-7.64505E+16,-7.6444E+16,4.23231E+16,4.23238E+16,7.14923E+16,7.14987E+16,0.05294,0,1,0,0,0,0,0,0.613596,500007,3.28119E+12,7,B1
10000001,20000009,30000057,Nikh,-8.57144E+16,6.64852E+16,-6.10248E+16,-8.57171E+16,-8.57089E+16,6.64844E+16,6.64856E+16,6.10195E+16,6.10287E+16,0.1239,1,0,0,1,0,0,0,0.774198,500007,4.59862E+12,7,B
10000001,20000009,30000058,Amphar,-8.15063E+16,7.19421E+16,-6.00773E+16,-8.15066E+16,-8.15041E+16,7.1942E+16,7.19422E+16,6.00751E+16,6.00779E+16,0.01216,1,0,0,1,0,0,0,0.702187,500007,1.35956E+12,3800,B1
10000001,20000009,30000059,Salashayama,-7.84621E+16,7.57217E+16,-5.35019E+16,-7.84625E+16,-7.84618E+16,7.57217E+16,7.57218E+16,5.34993E+16,5.35032E+16,0.01616,0,0,1,0,0,0,0,0.665586,500007,1.97694E+12,3800,B1
10000001,20000009,30000060,Janus,-6.70197E+16,7.51455E+16,-5.67517E+16,-6.70208E+16,-6.70157E+16,7.51451E+16,7.51456E+16,5.6751E+16,5.67529E+16,0.07187,0,0,0,1,0,0,0,0.545571,500007,2.54023E+12,8,B1
10000001,20000009,30000061,Agha,-8.55291E+16,6.85859E+16,-6.46907E+16,-8.55292E+16,-8.55263E+16,6.85858E+16,6.85859E+16,6.46901E+16,6.4692E+16,0.01005,0,1,0,0,0,0,0,0.718783,500007,1.44328E+12,3800,B1
10000001,20000009,30000062,Iosantin,-6.04263E+16,7.52802E+16,-5.93838E+16,-6.04264E+16,-6.04246E+16,7.52802E+16,7.52803E+16,5.93837E+16,5.93857E+16,0.01804,0,0,0,1,0,0,0,0.450343,500007,9.98212E+11,3800,B1
10000001,20000009,30000063,Orva,-5.88313E+16,6.50718E+16,-5.85355E+16,-5.88371E+16,-5.88302E+16,6.50715E+16,6.50718E+16,5.85353E+16,5.85378E+16,0.5037,0,0,0,1,0,0,0,0.50995,500007,3.45345E+12,3797,B1
10000001,20000009,30000064,Zet,-6.18991E+16,6.33903E+16,-5.7779E+16,-6.19013E+16,-6.18972E+16,6.33899E+16,6.33906E+16,5.77778E+16,5.77851E+16,0.144,1,0,0,1,0,0,0,0.569698,500007,3.6426E+12,7,B1
10000001,20000009,30000065,Akhrad,-5.54678E+16,7.50419E+16,-6.56678E+16,-5.54682E+16,-5.54621E+16,7.50417E+16,7.5042E+16,6.56652E+16,6.56694E+16,0.3348,1,0,0,1,0,0,0,0.358477,500007,3.09393E+12,6,B2
10000001,20000009,30000066,Pirohdim,-6.60537E+16,6.00167E+16,-6.08303E+16,-6.60581E+16,-6.60505E+16,6.00163E+16,6.00173E+16,6.08216E+16,6.08353E+16,0.6256,0,0,1,0,0,0,0,0.628696,500007,6.88444E+12,3802,B1
10000001,20000009,30000067,Sharir,-6.09415E+16,7.79957E+16,-6.56722E+16,-6.09418E+16,-6.09395E+16,7.79957E+16,7.79958E+16,6.56668E+16,6.56734E+16,0.5506,0,0,1,0,0,0,0,0.396849,500007,3.32501E+12,3797,B2
10000001,20000009,30000068,Usroh,-8.35119E+16,7.8632E+16,-6.37398E+16,-8.35146E+16,-8.35117E+16,7.86319E+16,7.8632E+16,6.37394E+16,6.37408E+16,0.02819,0,0,1,0,0,0,0,0.597458,500007,1.42724E+12,8,B1
10000001,20000009,30000069,Thiarer,-6.00383E+16,5.69603E+16,-6.15744E+16,-6.00385E+16,-6.00357E+16,5.69603E+16,5.69608E+16,6.15731E+16,6.15752E+16,0.09048,0,0,0,1,0,0,0,0.542033,500007,1.43063E+12,3798,B1
10000001,20000010,30000070,Gomati,-1.02466E+17,6.17391E+16,-9.28053E+16,-1.02467E+17,-1.02463E+17,6.1739E+16,6.17392E+16,9.28048E+16,9.28065E+16,0.02424,1,0,0,1,0,0,0,0.387421,500007,1.95083E+12,7,B2
10000001,20000010,30000071,Jangar,-1.03711E+17,7.1636E+16,-8.16962E+16,-1.03712E+17,-1.0371E+17,7.16358E+16,7.16362E+16,8.16961E+16,8.16979E+16,0.1145,0,1,0,0,0,0,0,0.527329,500007,1.33335E+12,3799,B1
10000001,20000010,30000072,Nakah,-1.15777E+17,8.1777E+16,-9.82267E+16,-1.15777E+17,-1.15776E+17,8.17769E+16,8.1777E+16,9.82263E+16,9.8227E+16,0.01538,1,0,0,1,1,1,0,0.363864,500007,6.45474E+11,3799,B2
10000001,20000010,30000073,Irshah,-9.53234E+16,6.08972E+16,-8.94544E+16,-9.53288E+16,-9.53218E+16,6.08969E+16,6.08981E+16,8.94503E+16,8.94563E+16,0.15,1,0,0,1,0,0,0,0.429507,500007,3.51234E+12,7,B2
10000001,20000010,30000074,Hasateem,-1.09125E+17,6.86475E+16,-9.1823E+16,-1.09128E+17,-1.09124E+17,6.86475E+16,6.86475E+16,9.18209E+16,9.18238E+16,0.0101,0,0,0,1,0,0,0,0.426496,500007,2.08942E+12,3800,B2
10000001,20000010,30000075,Assah,-1.15655E+17,7.41121E+16,-1.03188E+17,-1.15657E+17,-1.15653E+17,7.41119E+16,7.41123E+16,1.03184E+17,1.03189E+17,0.3229,1,0,0,1,0,1,0,0.297802,500007,2.68118E+12,6,B2
10000001,20000011,30000076,Tidacha,-9.66661E+16,6.50657E+16,-5.62088E+16,-9.66665E+16,-9.66621E+16,6.50654E+16,6.50657E+16,5.62082E+16,5.62106E+16,0.1989,1,0,0,1,0,0,0,0.820099,500007,2.20797E+12,3798,B
10000001,20000011,30000077,Odlib,-1.0058E+17,6.17117E+16,-5.59838E+16,-1.00581E+17,-1.00579E+17,6.17116E+16,6.17118E+16,5.59801E+16,5.59852E+16,0.2979,0,0,0,1,0,0,0,0.824517,500007,2.53044E+12,3799,B
10000001,20000011,30000078,Jofan,-1.07344E+17,6.01532E+16,-5.55596E+16,-1.07348E+17,-1.07344E+17,6.01532E+16,6.01533E+16,5.55536E+16,5.55606E+16,0.4978,0,0,1,0,0,0,0,0.779548,500007,3.48404E+12,3797,B
10000001,20000011,30000079,Milu,-9.60661E+16,6.83047E+16,-6.00428E+16,-9.60681E+16,-9.60654E+16,6.83047E+16,6.83048E+16,6.00413E+16,6.00453E+16,0.01022,0,1,0,0,0,0,0,0.769625,500007,2.00905E+12,3800,B
10000001,20000011,30000080,Yadi,-1.07978E+17,6.12864E+16,-6.01416E+16,-1.07978E+17,-1.07973E+17,6.12863E+16,6.12869E+16,6.01412E+16,6.01445E+16,0.214,0,0,0,1,0,0,0,0.750268,500007,2.82374E+12,3798,B
10000001,20000011,30000081,Buftiar,-1.1229E+17,6.5924E+16,-5.78194E+16,-1.12295E+17,-1.12289E+17,6.59232E+16,6.59241E+16,5.78194E+16,5.78254E+16,0.3825,0,1,0,0,0,0,0,0.708741,500007,3.02731E+12,7,B1
10000001,20000012,30000082,Jarizza,-9.95521E+16,4.83863E+16,-6.52665E+16,-9.95533E+16,-9.95463E+16,4.83862E+16,4.83866E+16,6.52645E+16,6.52697E+16,0.3238,0,0,0,1,0,0,0,0.765431,500007,3.47211E+12,6,B
10000001,20000012,30000083,Ejahi,-1.06307E+17,5.97315E+16,-6.55131E+16,-1.06308E+17,-1.06307E+17,5.97314E+16,5.97316E+16,6.55126E+16,6.55133E+16,0.01668,0,0,1,0,0,0,0,0.72891,500007,7.94097E+11,3802,B1
10000001,20000012,30000084,Asghatil,-9.55558E+16,4.33534E+16,-6.14057E+16,-9.55575E+16,-9.55555E+16,4.33533E+16,4.33534E+16,6.14053E+16,6.14065E+16,0.04094,1,0,0,1,0,0,0,0.794778,500007,9.946E+11,3802,B
10000001,20000012,30000085,Bar,-9.84431E+16,5.41542E+16,-7.42721E+16,-9.84468E+16,-9.84419E+16,5.41538E+16,5.41544E+16,7.4271E+16,7.42777E+16,0.2758,1,0,0,1,0,0,0,0.665838,500007,3.32058E+12,3802,B1
10000001,20000012,30000086,Sucha,-1.06276E+17,5.26255E+16,-7.20854E+16,-1.06278E+17,-1.06273E+17,5.26253E+16,5.26258E+16,7.20843E+16,7.20906E+16,0.2355,0,0,1,0,0,0,0,0.658265,500007,3.14141E+12,3802,B1
10000001,20000012,30000087,Gelhan,-1.01293E+17,6.26168E+16,-6.98049E+16,-1.01296E+17,-1.01292E+17,6.26166E+16,6.26172E+16,6.98033E+16,6.98095E+16,0.5756,0,0,1,0,0,0,0,0.701676,500007,3.11082E+12,3799,B1
10000001,20000012,30000088,Akeva,-9.47095E+16,6.21144E+16,-7.38014E+16,-9.47136E+16,-9.47094E+16,6.21144E+16,6.21145E+16,7.37989E+16,7.38018E+16,0.03116,0,1,0,0,0,0,0,0.664835,500007,2.09811E+12,3800,B1
10000001,20000013,30000089,Sosa,-8.34869E+16,7.11882E+16,-9.4157E+16,-8.34915E+16,-8.34864E+16,7.11881E+16,7.11886E+16,9.41547E+16,9.4158E+16,0.4497,0,0,0,1,0,0,0,0.301179,500007,2.54156E+12,3797,B2
10000001,20000013,30000090,Ilahed,-8.17957E+16,7.52612E+16,-9.07067E+16,-8.17969E+16,-8.17921E+16,7.5261E+16,7.52613E+16,9.07066E+16,9.07104E+16,0.04924,1,0,0,1,0,0,0,0.315943,500007,2.39227E+12,7,B2
10000001,20000013,30000091,Eshwil,-8.8682E+16,8.23003E+16,-9.76428E+16,-8.86823E+16,-8.86726E+16,8.23003E+16,8.23004E+16,9.76384E+16,9.76441E+16,1.11,0,1,0,0,0,0,0,0.218968,500007,4.83018E+12,8,B3
10000001,20000013,30000092,Aranir,-8.42244E+16,6.69547E+16,-1.0054E+17,-8.42291E+16,-8.42244E+16,6.69544E+16,6.69547E+16,1.00539E+17,1.00541E+17,1.706,0,0,1,0,0,0,0,0.242789,500007,2.36071E+12,3796,B3
10000001,20000013,30000093,Ishkad,-8.4113E+16,7.73636E+16,-8.61391E+16,-8.41138E+16,-8.41117E+16,7.73636E+16,7.73636E+16,8.61382E+16,8.6141E+16,0.04505,0,1,0,0,0,0,0,0.366036,500007,1.37048E+12,3802,B2
10000001,20000013,30000094,Hahyil,-8.89582E+16,6.84622E+16,-1.04269E+17,-8.89584E+16,-8.8952E+16,6.84622E+16,6.8463E+16,1.04267E+17,1.04272E+17,0.2222,0,1,0,0,0,0,0,0.208115,500007,3.17901E+12,3798,B3
10000001,20000014,30000095,Asilem,-5.98285E+16,6.66296E+16,-8.5659E+16,-5.98286E+16,-5.98256E+16,6.66295E+16,6.66298E+16,8.56568E+16,8.56611E+16,0.01259,0,0,1,0,0,0,0,0.284998,500007,2.16358E+12,3800,B2
10000001,20000014,30000096,Mahnagh,-6.08739E+16,5.90278E+16,-9.65708E+16,-6.08774E+16,-6.08718E+16,5.90276E+16,5.90278E+16,9.65702E+16,9.65723E+16,0.4387,0,1,0,0,0,0,0,0.205003,500007,2.78141E+12,3803,B3
10000001,20000014,30000097,Shach,-6.05172E+16,6.08916E+16,-8.38907E+16,-6.05187E+16,-6.05164E+16,6.08915E+16,6.08918E+16,8.3889E+16,8.38932E+16,0.02324,0,0,0,1,0,0,0,0.326043,500007,2.08522E+12,7,B2
10000001,20000014,30000098,Kehrara,-7.36652E+16,7.1701E+16,-8.54106E+16,-7.36657E+16,-7.3665E+16,7.1701E+16,7.17011E+16,8.541E+16,8.54127E+16,0.0944,1,0,0,1,0,0,0,0.364844,500007,1.31717E+12,3802,B2
10000001,20000014,30000099,Arena,-6.85486E+16,7.06346E+16,-7.63251E+16,-6.85521E+16,-6.85426E+16,7.06343E+16,7.06351E+16,7.63223E+16,7.63295E+16,0.02355,0,0,0,1,0,0,0,0.44233,500007,4.75111E+12,3800,B2
10000001,20000014,30000100,Timeor,-5.6617E+16,5.50521E+16,-8.21731E+16,-5.66218E+16,-5.66138E+16,5.50514E+16,5.50525E+16,8.21721E+16,8.2176E+16,0.3639,1,0,1,0,0,0,0,0.314131,500007,3.98736E+12,6,B2
10000001,20000014,30000101,Uhtafal,-7.30164E+16,7.18324E+16,-7.39731E+16,-7.30249E+16,-7.30163E+16,7.18314E+16,7.18324E+16,7.39714E+16,7.39747E+16,0.3807,0,0,0,1,0,0,0,0.499612,500007,4.33211E+12,7,B1
10000001,20000014,30000102,Dysa,-6.13659E+16,7.16859E+16,-8.99731E+16,-6.13664E+16,-6.13636E+16,7.16859E+16,7.1686E+16,8.99713E+16,8.99732E+16,0.02439,0,0,0,1,0,0,0,0.236195,500007,1.38328E+12,7,B3
10000001,20000014,30000103,Serad,-6.92378E+16,6.84087E+16,-7.09063E+16,-6.92449E+16,-6.92356E+16,6.84086E+16,6.84089E+16,7.09022E+16,7.09086E+16,1.16,0,0,1,0,0,0,0,0.525836,500007,4.6267E+12,3797,B1
